"userid","variant","age","install_source","device_linked","week","hit_streak","claimed_reward","exercise_mins","days_exercised"
537,"Increased Rewards",30,"paid_ad","Applewatch",2021-03-22,1,0,150,3
291,"Increased Rewards",21,"paid_ad","Applewatch",2021-03-01,1,1,524,7
291,"Increased Rewards",21,"paid_ad","Applewatch",2021-03-08,1,0,457,7
291,"Increased Rewards",21,"paid_ad","Applewatch",2021-03-15,1,1,262,5
291,"Increased Rewards",21,"paid_ad","Applewatch",2021-03-22,1,0,427,7
424,"Control",26,"organic","Applewatch",2021-03-01,0,0,52,1
424,"Control",26,"organic","Applewatch",2021-03-08,1,0,629,7
424,"Control",26,"organic","Applewatch",2021-03-15,1,0,511,7
424,"Control",26,"organic","Applewatch",2021-03-22,1,0,439,7
880,"Control",16,"organic","Applewatch",2021-03-01,0,0,239,5
880,"Control",16,"organic","Applewatch",2021-03-08,1,0,525,7
880,"Control",16,"organic","Applewatch",2021-03-15,0,0,59,1
880,"Control",16,"organic","Applewatch",2021-03-22,0,0,76,2
286,"Increased Rewards",19,"organic","Applewatch",2021-03-01,1,1,465,7
286,"Increased Rewards",19,"organic","Applewatch",2021-03-08,1,0,355,7
286,"Increased Rewards",19,"organic","Applewatch",2021-03-15,1,1,150,3
286,"Increased Rewards",19,"organic","Applewatch",2021-03-22,1,0,542,7
671,"Control",27,"organic","Applewatch",2021-03-01,0,0,99,2
671,"Control",27,"organic","Applewatch",2021-03-08,1,0,442,7
671,"Control",27,"organic","Applewatch",2021-03-15,1,0,349,7
671,"Control",27,"organic","Applewatch",2021-03-22,0,0,0,0
121,"Increased Rewards",11,"referred","Applewatch",2021-03-01,1,0,255,5
121,"Increased Rewards",11,"referred","Applewatch",2021-03-08,1,0,216,4
121,"Increased Rewards",11,"referred","Applewatch",2021-03-15,1,0,621,7
121,"Increased Rewards",11,"referred","Applewatch",2021-03-22,0,0,117,2
110,"Control",12,"organic","Applewatch",2021-03-01,0,0,207,4
110,"Control",12,"organic","Applewatch",2021-03-08,1,1,413,7
110,"Control",12,"organic","Applewatch",2021-03-15,0,0,43,1
110,"Control",12,"organic","Applewatch",2021-03-22,1,0,453,7
158,"Control",39,"referred","Applewatch",2021-03-01,1,0,511,7
158,"Control",39,"referred","Applewatch",2021-03-08,0,0,59,1
158,"Control",39,"referred","Applewatch",2021-03-15,1,1,360,7
158,"Control",39,"referred","Applewatch",2021-03-22,0,0,28,1
64,"Increased Rewards",23,"referred","Garmin",2021-03-01,1,0,231,5
64,"Increased Rewards",23,"referred","Garmin",2021-03-08,1,0,150,3
64,"Increased Rewards",23,"referred","Garmin",2021-03-15,1,0,250,5
64,"Increased Rewards",23,"referred","Garmin",2021-03-22,1,0,233,5
483,"Control",11,"organic","Applewatch",2021-03-01,1,1,204,4
483,"Control",11,"organic","Applewatch",2021-03-08,1,0,498,7
483,"Control",11,"organic","Applewatch",2021-03-15,1,0,150,3
483,"Control",11,"organic","Applewatch",2021-03-22,0,0,169,3
477,"Increased Rewards",28,"referred","Applewatch",2021-03-01,0,0,72,1
477,"Increased Rewards",28,"referred","Applewatch",2021-03-08,0,0,0,0
477,"Increased Rewards",28,"referred","Applewatch",2021-03-15,1,0,227,5
477,"Increased Rewards",28,"referred","Applewatch",2021-03-22,1,0,658,7
480,"Control",41,"referred","FitBit",2021-03-01,1,0,443,7
480,"Control",41,"referred","FitBit",2021-03-08,1,0,449,7
480,"Control",41,"referred","FitBit",2021-03-15,0,0,0,0
480,"Control",41,"referred","FitBit",2021-03-22,1,0,354,7
711,"Control",35,"referred","Applewatch",2021-03-01,1,1,984,7
711,"Control",35,"referred","Applewatch",2021-03-08,1,0,329,7
711,"Control",35,"referred","Applewatch",2021-03-15,1,1,150,3
711,"Control",35,"referred","Applewatch",2021-03-22,1,0,407,7
67,"Control",33,"organic","Applewatch",2021-03-01,1,0,415,7
67,"Control",33,"organic","Applewatch",2021-03-08,1,0,192,4
67,"Control",33,"organic","Applewatch",2021-03-15,0,0,90,2
67,"Control",33,"organic","Applewatch",2021-03-22,1,0,293,6
663,"Increased Rewards",40,"organic","Applewatch",2021-03-01,1,0,753,7
663,"Increased Rewards",40,"organic","Applewatch",2021-03-08,0,0,0,0
663,"Increased Rewards",40,"organic","Applewatch",2021-03-15,1,1,434,7
663,"Increased Rewards",40,"organic","Applewatch",2021-03-22,1,0,150,3
847,"Increased Rewards",21,"referred","FitBit",2021-03-01,1,0,150,3
847,"Increased Rewards",21,"referred","FitBit",2021-03-08,1,0,197,4
847,"Increased Rewards",21,"referred","FitBit",2021-03-15,1,1,217,4
847,"Increased Rewards",21,"referred","FitBit",2021-03-22,1,1,495,7
85,"Control",36,"referred","Applewatch",2021-03-01,1,1,150,3
85,"Control",36,"referred","Applewatch",2021-03-08,0,0,54,1
85,"Control",36,"referred","Applewatch",2021-03-15,0,0,84,2
85,"Control",36,"referred","Applewatch",2021-03-22,1,0,150,3
165,"Control",23,"referred","Applewatch",2021-03-01,1,0,202,4
165,"Control",23,"referred","Applewatch",2021-03-08,1,1,277,6
165,"Control",23,"referred","Applewatch",2021-03-15,1,1,288,6
165,"Control",23,"referred","Applewatch",2021-03-22,0,0,20,0
648,"Increased Rewards",29,"organic","Applewatch",2021-03-01,1,0,577,7
648,"Increased Rewards",29,"organic","Applewatch",2021-03-08,0,0,0,0
648,"Increased Rewards",29,"organic","Applewatch",2021-03-15,1,1,375,7
648,"Increased Rewards",29,"organic","Applewatch",2021-03-22,1,0,544,7
51,"Increased Rewards",50,"referred","Applewatch",2021-03-01,1,0,526,7
51,"Increased Rewards",50,"referred","Applewatch",2021-03-08,1,0,443,7
51,"Increased Rewards",50,"referred","Applewatch",2021-03-15,1,0,554,7
51,"Increased Rewards",50,"referred","Applewatch",2021-03-22,1,0,150,3
74,"Control",38,"organic","Garmin",2021-03-01,1,0,233,5
74,"Control",38,"organic","Garmin",2021-03-08,1,1,390,7
74,"Control",38,"organic","Garmin",2021-03-15,0,0,41,1
74,"Control",38,"organic","Garmin",2021-03-22,1,0,581,7
178,"Control",36,"organic","Applewatch",2021-03-01,0,0,83,2
178,"Control",36,"organic","Applewatch",2021-03-08,1,0,799,7
178,"Control",36,"organic","Applewatch",2021-03-15,1,0,524,7
178,"Control",36,"organic","Applewatch",2021-03-22,0,0,5,0
362,"Control",18,"organic","Applewatch",2021-03-01,0,0,130,3
362,"Control",18,"organic","Applewatch",2021-03-08,1,0,332,7
362,"Control",18,"organic","Applewatch",2021-03-15,1,0,150,3
362,"Control",18,"organic","Applewatch",2021-03-22,1,0,334,7
236,"Increased Rewards",21,"organic","Applewatch",2021-03-01,1,0,361,7
236,"Increased Rewards",21,"organic","Applewatch",2021-03-08,1,0,378,7
236,"Increased Rewards",21,"organic","Applewatch",2021-03-15,1,0,843,7
236,"Increased Rewards",21,"organic","Applewatch",2021-03-22,1,1,328,7
610,"Control",51,"referred","Garmin",2021-03-01,1,0,304,6
610,"Control",51,"referred","Garmin",2021-03-08,1,0,152,3
610,"Control",51,"referred","Garmin",2021-03-15,1,0,150,3
610,"Control",51,"referred","Garmin",2021-03-22,1,0,257,5
330,"Control",18,"organic","Applewatch",2021-03-01,0,0,77,2
330,"Control",18,"organic","Applewatch",2021-03-08,0,0,0,0
330,"Control",18,"organic","Applewatch",2021-03-15,1,0,515,7
330,"Control",18,"organic","Applewatch",2021-03-22,1,0,342,7
726,"Increased Rewards",31,"referred","Applewatch",2021-03-01,1,1,308,6
726,"Increased Rewards",31,"referred","Applewatch",2021-03-08,1,0,205,4
726,"Increased Rewards",31,"referred","Applewatch",2021-03-15,1,0,245,5
726,"Increased Rewards",31,"referred","Applewatch",2021-03-22,1,0,322,6
127,"Control",37,"referred","Applewatch",2021-03-01,0,0,0,0
127,"Control",37,"referred","Applewatch",2021-03-08,1,0,553,7
127,"Control",37,"referred","Applewatch",2021-03-15,0,0,105,2
127,"Control",37,"referred","Applewatch",2021-03-22,0,0,0,0
212,"Control",38,"organic","Applewatch",2021-03-01,0,0,19,0
212,"Control",38,"organic","Applewatch",2021-03-08,0,0,25,0
212,"Control",38,"organic","Applewatch",2021-03-15,1,0,330,7
212,"Control",38,"organic","Applewatch",2021-03-22,1,0,150,3
686,"Increased Rewards",39,"paid_ad","Applewatch",2021-03-01,1,0,750,7
686,"Increased Rewards",39,"paid_ad","Applewatch",2021-03-08,1,0,403,7
686,"Increased Rewards",39,"paid_ad","Applewatch",2021-03-15,1,0,291,6
686,"Increased Rewards",39,"paid_ad","Applewatch",2021-03-22,1,0,790,7
785,"Increased Rewards",27,"referred","Applewatch",2021-03-01,1,0,150,3
785,"Increased Rewards",27,"referred","Applewatch",2021-03-08,0,0,82,2
785,"Increased Rewards",27,"referred","Applewatch",2021-03-15,1,0,786,7
785,"Increased Rewards",27,"referred","Applewatch",2021-03-22,1,0,150,3
814,"Increased Rewards",21,"organic","Applewatch",2021-03-01,1,1,615,7
814,"Increased Rewards",21,"organic","Applewatch",2021-03-08,1,0,878,7
814,"Increased Rewards",21,"organic","Applewatch",2021-03-15,1,0,614,7
814,"Increased Rewards",21,"organic","Applewatch",2021-03-22,1,0,440,7
310,"Increased Rewards",26,"referred","Applewatch",2021-03-01,1,0,558,7
310,"Increased Rewards",26,"referred","Applewatch",2021-03-08,0,0,0,0
310,"Increased Rewards",26,"referred","Applewatch",2021-03-15,0,0,46,1
310,"Increased Rewards",26,"referred","Applewatch",2021-03-22,0,0,91,2
744,"Increased Rewards",20,"referred","Applewatch",2021-03-01,1,1,150,3
744,"Increased Rewards",20,"referred","Applewatch",2021-03-08,1,0,454,7
744,"Increased Rewards",20,"referred","Applewatch",2021-03-15,1,0,259,5
744,"Increased Rewards",20,"referred","Applewatch",2021-03-22,1,1,609,7
243,"Control",35,"referred","Garmin",2021-03-01,1,0,385,7
243,"Control",35,"referred","Garmin",2021-03-08,1,0,475,7
243,"Control",35,"referred","Garmin",2021-03-15,1,0,562,7
243,"Control",35,"referred","Garmin",2021-03-22,1,0,347,7
862,"Control",39,"referred","Applewatch",2021-03-01,0,0,60,1
862,"Control",39,"referred","Applewatch",2021-03-08,1,0,150,3
862,"Control",39,"referred","Applewatch",2021-03-15,0,0,35,1
862,"Control",39,"referred","Applewatch",2021-03-22,0,0,112,2
888,"Increased Rewards",49,"referred","Applewatch",2021-03-01,1,0,425,7
888,"Increased Rewards",49,"referred","Applewatch",2021-03-08,1,1,635,7
888,"Increased Rewards",49,"referred","Applewatch",2021-03-15,1,0,197,4
888,"Increased Rewards",49,"referred","Applewatch",2021-03-22,1,0,808,7
792,"Increased Rewards",32,"referred","Applewatch",2021-03-01,1,1,404,7
792,"Increased Rewards",32,"referred","Applewatch",2021-03-08,1,0,405,7
792,"Increased Rewards",32,"referred","Applewatch",2021-03-15,1,1,353,7
792,"Increased Rewards",32,"referred","Applewatch",2021-03-22,1,0,350,7
113,"Increased Rewards",20,"referred","FitBit",2021-03-01,1,0,161,3
113,"Increased Rewards",20,"referred","FitBit",2021-03-08,1,1,150,3
113,"Increased Rewards",20,"referred","FitBit",2021-03-15,1,0,381,7
113,"Increased Rewards",20,"referred","FitBit",2021-03-22,1,0,297,6
619,"Control",38,"organic","Applewatch",2021-03-01,1,0,382,7
619,"Control",38,"organic","Applewatch",2021-03-08,1,0,405,7
619,"Control",38,"organic","Applewatch",2021-03-15,1,0,524,7
619,"Control",38,"organic","Applewatch",2021-03-22,1,0,165,3
893,"Control",37,"referred","Applewatch",2021-03-01,1,0,578,7
893,"Control",37,"referred","Applewatch",2021-03-08,1,0,150,3
893,"Control",37,"referred","Applewatch",2021-03-15,0,0,125,2
893,"Control",37,"referred","Applewatch",2021-03-22,0,0,99,2
151,"Control",26,"organic","Garmin",2021-03-01,1,1,467,7
151,"Control",26,"organic","Garmin",2021-03-08,1,0,173,3
151,"Control",26,"organic","Garmin",2021-03-15,1,0,150,3
151,"Control",26,"organic","Garmin",2021-03-22,1,1,763,7
666,"Control",14,"referred","Applewatch",2021-03-01,0,0,107,2
666,"Control",14,"referred","Applewatch",2021-03-08,1,0,183,4
666,"Control",14,"referred","Applewatch",2021-03-15,0,0,120,2
666,"Control",14,"referred","Applewatch",2021-03-22,1,0,150,3
614,"Control",36,"referred","Applewatch",2021-03-01,1,0,401,7
614,"Control",36,"referred","Applewatch",2021-03-08,1,0,150,3
614,"Control",36,"referred","Applewatch",2021-03-15,1,0,161,3
614,"Control",36,"referred","Applewatch",2021-03-22,0,0,15,0
767,"Increased Rewards",39,"paid_ad","Garmin",2021-03-01,0,0,18,0
767,"Increased Rewards",39,"paid_ad","Garmin",2021-03-08,1,0,755,7
767,"Increased Rewards",39,"paid_ad","Garmin",2021-03-15,1,0,432,7
767,"Increased Rewards",39,"paid_ad","Garmin",2021-03-22,0,0,4,0
160,"Increased Rewards",26,"referred","FitBit",2021-03-01,1,0,212,4
160,"Increased Rewards",26,"referred","FitBit",2021-03-08,1,1,398,7
160,"Increased Rewards",26,"referred","FitBit",2021-03-15,1,0,262,5
160,"Increased Rewards",26,"referred","FitBit",2021-03-22,1,0,150,3
391,"Increased Rewards",34,"referred","Applewatch",2021-03-01,1,0,644,7
391,"Increased Rewards",34,"referred","Applewatch",2021-03-08,1,0,586,7
391,"Increased Rewards",34,"referred","Applewatch",2021-03-15,1,0,296,6
391,"Increased Rewards",34,"referred","Applewatch",2021-03-22,1,1,428,7
155,"Increased Rewards",26,"referred","Applewatch",2021-03-01,1,0,346,7
155,"Increased Rewards",26,"referred","Applewatch",2021-03-08,0,0,163,3
155,"Increased Rewards",26,"referred","Applewatch",2021-03-15,1,0,291,6
155,"Increased Rewards",26,"referred","Applewatch",2021-03-22,0,0,0,0
974,"Increased Rewards",35,"referred","Applewatch",2021-03-01,1,1,150,3
974,"Increased Rewards",35,"referred","Applewatch",2021-03-08,1,0,354,7
974,"Increased Rewards",35,"referred","Applewatch",2021-03-15,1,0,171,3
974,"Increased Rewards",35,"referred","Applewatch",2021-03-22,1,0,501,7
5,"Control",27,"referred","Applewatch",2021-03-01,0,0,39,1
5,"Control",27,"referred","Applewatch",2021-03-08,1,0,461,7
5,"Control",27,"referred","Applewatch",2021-03-15,1,0,485,7
5,"Control",27,"referred","Applewatch",2021-03-22,0,0,29,1
326,"Control",25,"referred","Applewatch",2021-03-01,1,0,150,3
326,"Control",25,"referred","Applewatch",2021-03-08,0,0,6,0
326,"Control",25,"referred","Applewatch",2021-03-15,1,0,612,7
326,"Control",25,"referred","Applewatch",2021-03-22,1,0,401,7
784,"Control",30,"referred","Applewatch",2021-03-01,1,0,367,7
784,"Control",30,"referred","Applewatch",2021-03-08,1,0,336,7
784,"Control",30,"referred","Applewatch",2021-03-15,1,0,461,7
784,"Control",30,"referred","Applewatch",2021-03-22,1,0,571,7
280,"Increased Rewards",26,"referred","Garmin",2021-03-01,1,0,539,7
280,"Increased Rewards",26,"referred","Garmin",2021-03-08,1,0,436,7
280,"Increased Rewards",26,"referred","Garmin",2021-03-15,0,0,54,1
280,"Increased Rewards",26,"referred","Garmin",2021-03-22,1,0,585,7
800,"Increased Rewards",23,"organic","Applewatch",2021-03-01,1,0,397,7
800,"Increased Rewards",23,"organic","Applewatch",2021-03-08,1,1,270,5
800,"Increased Rewards",23,"organic","Applewatch",2021-03-15,1,0,505,7
800,"Increased Rewards",23,"organic","Applewatch",2021-03-22,0,0,95,2
789,"Control",26,"organic","Applewatch",2021-03-01,1,1,150,3
789,"Control",26,"organic","Applewatch",2021-03-08,0,0,142,3
789,"Control",26,"organic","Applewatch",2021-03-15,1,0,334,7
789,"Control",26,"organic","Applewatch",2021-03-22,1,0,307,6
567,"Control",29,"organic","Applewatch",2021-03-01,1,0,477,7
567,"Control",29,"organic","Applewatch",2021-03-08,1,0,707,7
567,"Control",29,"organic","Applewatch",2021-03-15,1,0,541,7
567,"Control",29,"organic","Applewatch",2021-03-22,1,0,478,7
843,"Increased Rewards",31,"referred","FitBit",2021-03-01,1,1,440,7
843,"Increased Rewards",31,"referred","FitBit",2021-03-08,1,0,360,7
843,"Increased Rewards",31,"referred","FitBit",2021-03-15,1,0,377,7
843,"Increased Rewards",31,"referred","FitBit",2021-03-22,1,0,551,7
238,"Control",43,"referred","Applewatch",2021-03-01,1,0,555,7
238,"Control",43,"referred","Applewatch",2021-03-08,1,0,486,7
238,"Control",43,"referred","Applewatch",2021-03-15,1,0,512,7
238,"Control",43,"referred","Applewatch",2021-03-22,1,0,504,7
764,"Control",16,"referred","FitBit",2021-03-01,1,0,521,7
764,"Control",16,"referred","FitBit",2021-03-08,0,0,0,0
764,"Control",16,"referred","FitBit",2021-03-15,1,1,819,7
764,"Control",16,"referred","FitBit",2021-03-22,0,0,54,1
339,"Increased Rewards",27,"organic","Applewatch",2021-03-01,1,0,376,7
339,"Increased Rewards",27,"organic","Applewatch",2021-03-08,1,0,456,7
339,"Increased Rewards",27,"organic","Applewatch",2021-03-15,1,0,325,6
339,"Increased Rewards",27,"organic","Applewatch",2021-03-22,1,1,510,7
920,"Increased Rewards",35,"referred","Applewatch",2021-03-01,1,0,349,7
920,"Increased Rewards",35,"referred","Applewatch",2021-03-08,1,0,441,7
920,"Increased Rewards",35,"referred","Applewatch",2021-03-15,1,0,477,7
920,"Increased Rewards",35,"referred","Applewatch",2021-03-22,1,0,523,7
822,"Control",46,"organic","Applewatch",2021-03-01,1,0,150,3
822,"Control",46,"organic","Applewatch",2021-03-08,1,1,150,3
822,"Control",46,"organic","Applewatch",2021-03-15,1,0,817,7
822,"Control",46,"organic","Applewatch",2021-03-22,1,0,150,3
137,"Control",33,"organic","FitBit",2021-03-01,0,0,0,0
137,"Control",33,"organic","FitBit",2021-03-08,1,0,625,7
137,"Control",33,"organic","FitBit",2021-03-15,1,0,339,7
137,"Control",33,"organic","FitBit",2021-03-22,1,0,599,7
455,"Increased Rewards",28,"referred","Applewatch",2021-03-01,1,0,340,7
455,"Increased Rewards",28,"referred","Applewatch",2021-03-08,1,0,200,4
455,"Increased Rewards",28,"referred","Applewatch",2021-03-15,0,0,93,2
455,"Increased Rewards",28,"referred","Applewatch",2021-03-22,1,0,310,6
738,"Control",26,"referred","Applewatch",2021-03-01,0,0,26,1
738,"Control",26,"referred","Applewatch",2021-03-08,0,0,12,0
738,"Control",26,"referred","Applewatch",2021-03-15,1,0,357,7
738,"Control",26,"referred","Applewatch",2021-03-22,1,0,182,4
560,"Control",33,"referred","Applewatch",2021-03-01,1,1,521,7
560,"Control",33,"referred","Applewatch",2021-03-08,1,0,340,7
560,"Control",33,"referred","Applewatch",2021-03-15,1,0,165,3
560,"Control",33,"referred","Applewatch",2021-03-22,0,0,31,1
589,"Control",38,"organic","FitBit",2021-03-01,0,0,0,0
589,"Control",38,"organic","FitBit",2021-03-08,0,0,111,2
589,"Control",38,"organic","FitBit",2021-03-15,1,0,150,3
589,"Control",38,"organic","FitBit",2021-03-22,1,0,484,7
83,"Control",27,"referred","Applewatch",2021-03-01,0,0,158,3
83,"Control",27,"referred","Applewatch",2021-03-08,0,0,123,2
83,"Control",27,"referred","Applewatch",2021-03-15,1,1,474,7
83,"Control",27,"referred","Applewatch",2021-03-22,1,0,201,4
696,"Increased Rewards",30,"paid_ad","Applewatch",2021-03-01,1,0,295,6
696,"Increased Rewards",30,"paid_ad","Applewatch",2021-03-08,1,0,696,7
696,"Increased Rewards",30,"paid_ad","Applewatch",2021-03-15,1,0,539,7
696,"Increased Rewards",30,"paid_ad","Applewatch",2021-03-22,1,0,395,7
867,"Increased Rewards",31,"organic","Garmin",2021-03-01,1,0,469,7
867,"Increased Rewards",31,"organic","Garmin",2021-03-08,1,0,185,4
867,"Increased Rewards",31,"organic","Garmin",2021-03-15,1,0,298,6
867,"Increased Rewards",31,"organic","Garmin",2021-03-22,1,0,274,5
196,"Increased Rewards",36,"referred","Applewatch",2021-03-01,1,0,559,7
196,"Increased Rewards",36,"referred","Applewatch",2021-03-08,1,0,190,4
196,"Increased Rewards",36,"referred","Applewatch",2021-03-15,1,0,150,3
196,"Increased Rewards",36,"referred","Applewatch",2021-03-22,1,0,241,5
769,"Increased Rewards",39,"referred","Applewatch",2021-03-01,1,0,378,7
769,"Increased Rewards",39,"referred","Applewatch",2021-03-08,1,0,342,7
769,"Increased Rewards",39,"referred","Applewatch",2021-03-15,1,1,242,5
769,"Increased Rewards",39,"referred","Applewatch",2021-03-22,1,0,252,5
680,"Increased Rewards",31,"referred","Applewatch",2021-03-01,1,0,206,4
680,"Increased Rewards",31,"referred","Applewatch",2021-03-08,1,0,520,7
680,"Increased Rewards",31,"referred","Applewatch",2021-03-15,1,0,343,7
680,"Increased Rewards",31,"referred","Applewatch",2021-03-22,1,0,522,7
900,"Control",28,"referred","Applewatch",2021-03-01,0,0,22,0
900,"Control",28,"referred","Applewatch",2021-03-08,0,0,151,3
900,"Control",28,"referred","Applewatch",2021-03-15,1,0,300,6
